Reporter Name;Partner Name;Trade Flow;Product Group;Indicator;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015
United States;Gabon;Import;Vegetable;Import (US$ Thousand);31,283;13,67;;12,935;19,487;27,932;32,64;2,72;21,398;
United States;Gambia, The;Import;Vegetable;Import (US$ Thousand);2,501;;;;6,672;5,126;46,639;26,239;112,59;254,362
United States;Georgia;Import;Vegetable;Import (US$ Thousand);659,778;376,735;376,421;441,854;1199,944;265,219;138,248;10,277;574,561;946,577
United States;Germany;Import;Vegetable;Import (US$ Thousand);397526,762;395418,594;471021,865;374964,379;373750,681;480399,007;438360,369;480955,557;492152,992;496536,413
United States;Ghana;Import;Vegetable;Import (US$ Thousand);6709,616;6466,562;7686,495;9013,62;12087,489;12295,939;12576,611;17828,174;23780,848;23941,186
United States;Gibraltar;Import;Vegetable;Import (US$ Thousand);3,695;;;;;;;;;
United States;Greece;Import;Vegetable;Import (US$ Thousand);33058,251;37029,388;30163,134;31012,429;30838,161;31227,646;30794,362;47064,322;46725,484;62748,092
United States;Grenada;Import;Vegetable;Import (US$ Thousand);810,023;746,493;806,911;687,647;1241,666;1016,516;1106,93;943,178;1346,417;3424,571
United States;Guatemala;Import;Vegetable;Import (US$ Thousand);882502,594;1039784,393;1205717,366;1270851,886;1206626,337;1774406,693;1651230,942;1598255,703;1861307,489;1898149,685
United States;Guinea;Import;Vegetable;Import (US$ Thousand);857,091;569,619;837,539;527,68;757,729;2130,098;770,547;1287,951;1151,158;978,001
United States;Guinea-Bissau;Import;Vegetable;Import (US$ Thousand);63,417;41,462;;9,483;;167,237;;104,38;;11,061
United States;Guyana;Import;Vegetable;Import (US$ Thousand);194,416;428,143;262,754;263,481;131,272;174,994;567,093;369,438;2359,981;4682,433
United States;Haiti;Import;Vegetable;Import (US$ Thousand);12161,228;11000,621;11824,954;12467,572;9914,385;14172,062;10172,377;13573,085;16463,105;18481,871
United States;Heard Island and McDonald Isla;Import;Vegetable;Import (US$ Thousand);;;;;;;14,459;;;
United States;Honduras;Import;Vegetable;Import (US$ Thousand);294689,493;374414,351;425613,983;380218,26;391149,928;589889,568;571289,904;472485,746;623170,876;670126,906
United States;Hong Kong, China;Import;Vegetable;Import (US$ Thousand);12419,171;15426,313;19373,599;23498,703;22373,751;25903,599;25483,77;27047,782;29407,996;34589,612
United States;Hungary;Import;Vegetable;Import (US$ Thousand);3869,153;4336,274;3683,956;3106,754;4214,896;4655,24;4692,841;8499,836;7545,868;6735,324
United States;Iceland;Import;Vegetable;Import (US$ Thousand);4575,087;2745,97;6892,342;2698,865;2024,731;5003,871;4509,004;11490,623;11468,867;13943,441
United States;India;Import;Vegetable;Import (US$ Thousand);814741,908;871449,082;1161802,772;882440,937;1133762,621;2249462,778;4728067,467;2918122,303;2692331,554;2098475,741
United States;Indonesia;Import;Vegetable;Import (US$ Thousand);458916,167;504944,329;762958,68;596427,574;621489,858;1062341,759;953636,297;1119326,501;1431768,284;1494745,846
United States;Iran, Islamic Rep.;Import;Vegetable;Import (US$ Thousand);4895,461;5238,385;3939,071;3663,414;4006,578;16,139;;;;
United States;Iraq;Import;Vegetable;Import (US$ Thousand);275,364;316,079;149,233;316,44;264,069;1226,897;869,408;3255,241;880,995;185,029
United States;Ireland;Import;Vegetable;Import (US$ Thousand);10848,443;13888,876;12706,837;7784,656;5629,403;6744,699;7199,626;6920,862;11513,694;10516,763
United States;Israel;Import;Vegetable;Import (US$ Thousand);119991,361;122155,399;98344,169;101468,175;92949,656;97203,138;94299,19;109228,143;131730,722;133586,048
United States;Italy;Import;Vegetable;Import (US$ Thousand);831146,571;822534,731;870031,59;725263,043;673004,035;755524,925;758155,215;803924,124;869896,032;875254,001
United States;Jamaica;Import;Vegetable;Import (US$ Thousand);25350,481;26569,993;28932,876;32335,394;29726,166;31810,474;30313,452;32654,53;34613,59;42011,749
United States;Japan;Import;Vegetable;Import (US$ Thousand);97029,401;98086,557;114088,478;103998,084;111687,812;125912,141;118318,027;123153,208;126640,859;137559,243
United States;Jordan;Import;Vegetable;Import (US$ Thousand);657,635;771,573;878,302;958,04;1060,069;2599,822;1777,745;2240,412;2665,873;3775,42
United States;Kazakhstan;Import;Vegetable;Import (US$ Thousand);2125,906;1275,607;542,31;1995,82;1530,241;;1046,934;5034,434;12246,645;6760,169
United States;Kenya;Import;Vegetable;Import (US$ Thousand);49021,619;43852,438;54322,094;49109,558;63567,852;81409,034;93332,006;75531,419;105502,94;114365,522
United States;Korea, Rep.;Import;Vegetable;Import (US$ Thousand);58935,299;65421,457;68188,145;65736,797;73637,327;82326,992;81247,951;80828,493;90663,186;94937,098
United States;Kuwait;Import;Vegetable;Import (US$ Thousand);;15,64;;51,9;31,48;15,87;30,94;15,47;;
United States;Kyrgyz Republic;Import;Vegetable;Import (US$ Thousand);93,898;15,036;321,032;;11,846;68,444;34,539;19,717;100,733;274,821
United States;Lao PDR;Import;Vegetable;Import (US$ Thousand);124,522;8821,706;3891,425;2639,826;1280,471;7951,634;111,034;1549,651;4761,931;5779,581
United States;Latvia;Import;Vegetable;Import (US$ Thousand);384,061;107,435;14,099;37,592;202,169;152,833;206,423;827,014;1046,461;1665,121
United States;Lebanon;Import;Vegetable;Import (US$ Thousand);4883,902;6716,028;6837,303;7342,933;6683,006;6867,805;8090,026;10933,76;8991,728;10068,512
United States;Lesotho;Import;Vegetable;Import (US$ Thousand);;;;;127,086;33,25;39,8;;;
United States;Liberia;Import;Vegetable;Import (US$ Thousand);149,917;326,996;319,557;530,83;304,72;257,743;397,478;280,992;546,983;600,664
United States;Lithuania;Import;Vegetable;Import (US$ Thousand);457,437;4535,947;7087,54;5507,134;8566,717;11010,515;4955,891;12264,78;18559,133;15358,066
United States;Luxembourg;Import;Vegetable;Import (US$ Thousand);;;;;66,923;;;;17,129;
United States;Macao;Import;Vegetable;Import (US$ Thousand);311,696;166,833;;;7,537;4,148;186,271;71,609;;35,602
United States;Macedonia, FYR;Import;Vegetable;Import (US$ Thousand);966,734;1518,754;723,61;500,305;476,077;423,913;699,636;470,732;427,644;1034,166
United States;Madagascar;Import;Vegetable;Import (US$ Thousand);35531,618;39421,255;34257,274;33044,953;33416,794;30028,029;47241,036;53122,846;79233,411;124935,018
United States;Malawi;Import;Vegetable;Import (US$ Thousand);4769,21;7199,865;11143,472;9186,791;12314,622;13334,894;11632,854;13859,856;25005,312;20854,98
United States;Malaysia;Import;Vegetable;Import (US$ Thousand);627158,46;929689,092;1561524,354;1030007,859;1298440,368;2077280,337;1610937,177;1338958,339;1298810,703;1022328,308
United States;Maldives;Import;Vegetable;Import (US$ Thousand);;6,108;35,471;202,976;164,39;;;;;
United States;Mali;Import;Vegetable;Import (US$ Thousand);121,825;322,991;375,503;230,565;332,794;337,86;466,163;916,222;875,781;843,262
United States;Malta;Import;Vegetable;Import (US$ Thousand);13,589;11654,709;458,393;667,967;9,45;61,014;26,579;12;828,142;25,324
United States;Marshall Islands;Import;Vegetable;Import (US$ Thousand);;4623,925;3312,009;2577,718;2994,62;;;2089,091;;
United States;Mauritania;Import;Vegetable;Import (US$ Thousand);134,776;36,013;55,045;;;;;;3,675;9,28
United States;Mauritius;Import;Vegetable;Import (US$ Thousand);13,411;10,065;88,333;12,733;19,683;5,574;9,539;485,79;1511,437;560,433
United States;Mexico;Import;Vegetable;Import (US$ Thousand);4887632,424;5774702,262;6156692,882;6283857,192;7587823,643;8606525,818;8716315,805;9547720,349;10909294,75;11742796,88
United States;Micronesia, Fed. Sts.;Import;Vegetable;Import (US$ Thousand);12,754;6,763;;;;;;;;
United States;Moldova;Import;Vegetable;Import (US$ Thousand);63,688;2,688;105,364;37,225;5,001;25,911;136,663;589,897;646,258;6438,738
United States;Mongolia;Import;Vegetable;Import (US$ Thousand);;2,435;;;;233,75;;838,124;2117,572;1596,528
United States;Montenegro;Import;Vegetable;Import (US$ Thousand);;227,578;75,528;39,369;77,595;64,334;;;;82,427
United States;Montserrat;Import;Vegetable;Import (US$ Thousand);;;;;;;;;;9,443
United States;Morocco;Import;Vegetable;Import (US$ Thousand);48124,617;58809,859;64177,58;61214,752;103604,063;131060,575;65319,68;81278,27;141799,677;181094,372
United States;Mozambique;Import;Vegetable;Import (US$ Thousand);1036,626;2301,99;2158,057;4210,15;9787,791;8816,097;12079,395;14995,042;11930,872;17166,775
United States;Myanmar;Import;Vegetable;Import (US$ Thousand);;;;;;;;1987,765;5071,318;8903,974
United States;Namibia;Import;Vegetable;Import (US$ Thousand);54,7;23,697;57,454;67,495;66,647;30,79;71,993;12,636;121,287;228,894
United States;Nauru;Import;Vegetable;Import (US$ Thousand);;;71,102;;;;;;;
United States;Nepal;Import;Vegetable;Import (US$ Thousand);294,592;360,727;883,398;620,706;269,325;261,281;215,703;304,172;372,458;274,508
United States;Netherlands;Import;Vegetable;Import (US$ Thousand);578844,083;542968,066;492092,265;476576,907;500855,214;557164,826;504020,116;471370,805;616439,761;596851,484
United States;Netherlands Antilles;Import;Vegetable;Import (US$ Thousand);440,964;58,256;7,065;4,507;;;;;;
United States;New Caledonia;Import;Vegetable;Import (US$ Thousand);31,28;49,083;8,393;49,079;6,57;;;6,525;;
United States;New Zealand;Import;Vegetable;Import (US$ Thousand);102348,145;154073,911;115438,262;132802,668;134797,695;128425,716;119633,275;133502,136;176477,139;174873,011
United States;Nicaragua;Import;Vegetable;Import (US$ Thousand);141316,491;143174,644;217925,913;179995,086;234936,045;284477,837;284109,817;221207,166;306962,772;325970,356
United States;Niger;Import;Vegetable;Import (US$ Thousand);9,228;3,821;;158,336;18,851;11,073;17,755;10,596;37,491;68,764
United States;Nigeria;Import;Vegetable;Import (US$ Thousand);4589,036;7581,718;6037,794;7160,605;10009,291;13145,8;9726,07;11970,31;12075,833;14963,787
United States;Norfolk Island;Import;Vegetable;Import (US$ Thousand);86,435;19,507;7,851;4,015;4,595;;;;;
United States;Norway;Import;Vegetable;Import (US$ Thousand);36665,555;39894,269;57046,856;43180,53;46127,325;42091,126;47266,158;40272,665;39879,206;47287,593
United States;Occ.Pal.Terr;Import;Vegetable;Import (US$ Thousand);42,284;58,077;1588,665;1248,729;2881,818;3207,941;2465,715;2211,265;2620,12;3388,168
United States;Oman;Import;Vegetable;Import (US$ Thousand);79,497;200,945;67,919;14;121,081;38,265;76,89;86,345;619,783;2775,769
United States;Other Asia, nes;Import;Vegetable;Import (US$ Thousand);59359,115;68105,094;72125,033;70963,23;85528,021;102106,265;96012,188;102662,291;117987,312;119276,433
United States;Pakistan;Import;Vegetable;Import (US$ Thousand);35699,108;39445,614;53495,716;42461,323;45538,959;61575,96;93026,983;86784,764;85617,42;79694,934
United States;Panama;Import;Vegetable;Import (US$ Thousand);34880,939;35269,242;38147,771;24646,721;38503,506;36819,655;44192,067;18217,957;20499,352;21172,966
United States;Papua New Guinea;Import;Vegetable;Import (US$ Thousand);35948,749;37928,149;38327,864;42721,106;44906,374;76883,259;81600,259;51148,742;59626,168;47368,917
United States;Paraguay;Import;Vegetable;Import (US$ Thousand);1708,834;5518,106;3480,068;3537,35;3237,667;6578,044;12692,273;133813,801;91609,257;47892,841
United States;Peru;Import;Vegetable;Import (US$ Thousand);568459,058;656966,281;744205,929;705203,793;867248,595;1189967,691;974523,433;1042346,513;1537367,751;1589135,576
United States;Philippines;Import;Vegetable;Import (US$ Thousand);358297,683;455690,682;665539,225;428117,636;629107,591;881300,099;749561,987;630568,537;799282,685;788906,411
United States;Pitcairn;Import;Vegetable;Import (US$ Thousand);;;42,711;;;;;;;
United States;Poland;Import;Vegetable;Import (US$ Thousand);35532,178;41096,613;66301,902;66507,261;68765,257;60300,161;103637,131;68094,933;66514,346;65563,57
United States;Portugal;Import;Vegetable;Import (US$ Thousand);17777,1;14318,359;13060,263;8844,077;12544,326;13098,652;11958,972;11044,567;10578,29;10707,297
United States;Qatar;Import;Vegetable;Import (US$ Thousand);;66,195;;;;;;;;
United States;Romania;Import;Vegetable;Import (US$ Thousand);4359,126;1690,675;1901,781;2312,104;2447,941;2028,467;5252,378;16390,468;40531,267;134925,171
United States;Russian Federation;Import;Vegetable;Import (US$ Thousand);2492,561;11518,696;14836,521;12827,571;10905,874;20589,722;12763,966;13353,876;29806,276;27200,356
United States;Rwanda;Import;Vegetable;Import (US$ Thousand);6956,043;7763,074;10631,588;14939,508;19915,762;30684,914;28444,51;20381,819;25637,115;27070,571
United States;Saint Helena;Import;Vegetable;Import (US$ Thousand);;65,15;;;;;;;;
United States;Saint Maarten (Dutch part);Import;Vegetable;Import (US$ Thousand);;;;;;;14,964;;23,566;
United States;Samoa;Import;Vegetable;Import (US$ Thousand);405,547;541,595;82,389;92,3;112,172;114,439;217,451;74,815;119,525;46,198
United States;San Marino;Import;Vegetable;Import (US$ Thousand);;;;12,29;;;;;;
United States;Saudi Arabia;Import;Vegetable;Import (US$ Thousand);655,935;627,223;338,901;362,72;578,73;592,175;611,543;1726,801;1368,074;1613,801
United States;Senegal;Import;Vegetable;Import (US$ Thousand);14361,184;228,861;176,083;107,243;215,874;94,567;131,723;159,643;224,347;371,366
United States;Serbia, FR(Serbia/Montenegro);Import;Vegetable;Import (US$ Thousand);5115,824;6057,045;7204,961;2747,892;5656,661;9015,38;13035,595;22040,8;24334,678;22900,355
United States;Seychelles;Import;Vegetable;Import (US$ Thousand);132,5;23,238;;;;;;;;24,587
United States;Sierra Leone;Import;Vegetable;Import (US$ Thousand);136,788;236,747;140,333;162,582;256,902;142,986;204,004;90,159;273;297,861
United States;Singapore;Import;Vegetable;Import (US$ Thousand);13888,276;20304,745;19991,255;18137,246;13044,795;10910,721;9838,995;25829,631;24925,128;24457,305
United States;Slovak Republic;Import;Vegetable;Import (US$ Thousand);201,527;34,222;30,037;29,45;90,047;6,056;122,226;91,638;498,257;903,819
United States;Slovenia;Import;Vegetable;Import (US$ Thousand);507,796;1845,176;7997,141;4214,591;3572,801;2310,57;1053,071;1390,269;2021,751;3702,629
United States;Solomon Islands;Import;Vegetable;Import (US$ Thousand);73,662;34,178;;;6,429;5,824;;61,8;109,352;201,21
United States;Somalia;Import;Vegetable;Import (US$ Thousand);66,372;77,201;136,196;81,995;60,136;61,156;150,79;107,152;137,587;766,551
United States;South Africa;Import;Vegetable;Import (US$ Thousand);172507,702;147176,047;168529,714;119958,917;161415,546;160724,217;165270,988;194313,601;193028,449;224533,161
United States;South Sudan;Import;Vegetable;Import (US$ Thousand);;;;;;;;102,988;34,904;3,014
United States;Spain;Import;Vegetable;Import (US$ Thousand);469006,22;483336,443;484010,623;431327,142;523099,72;501079,11;477965,17;467207,336;753491,261;756332,269
United States;Sri Lanka;Import;Vegetable;Import (US$ Thousand);36035,316;37303,373;40338,282;34413,479;53876,973;58469,302;62263,044;70102,155;99423,032;143296,982
United States;St. Kitts and Nevis;Import;Vegetable;Import (US$ Thousand);;29,864;;7,32;20,692;;;;;
United States;St. Lucia;Import;Vegetable;Import (US$ Thousand);12,215;28,652;130,132;126,271;56,126;124,756;108,615;41,42;65,056;457,336
United States;St. Vincent and the Grenadines;Import;Vegetable;Import (US$ Thousand);533,466;511,002;238,787;418,663;376,7;325,724;336,51;318,917;533,013;183,24
United States;Sudan;Import;Vegetable;Import (US$ Thousand);;;;;;;6510,252;10368,547;12913,923;9560,633
United States;Suriname;Import;Vegetable;Import (US$ Thousand);;;18,029;;;2,071;5,355;11,3;8,101;57,443
United States;Swaziland;Import;Vegetable;Import (US$ Thousand);;;37,445;38,309;202,635;192,71;170,4;2,783;;26,058
United States;Sweden;Import;Vegetable;Import (US$ Thousand);41956,598;43936,2;48477,343;37085,366;36539,341;43188,638;37656,569;32659,64;56869,636;33907,77
United States;Switzerland;Import;Vegetable;Import (US$ Thousand);18536,139;40640,532;46627,748;63868,896;57150,016;77533,14;52949,339;54274,048;72185,287;128629,422
United States;Syrian Arab Republic;Import;Vegetable;Import (US$ Thousand);9932,855;16300,099;8023,055;5835,223;10791,144;11480,439;7426,634;5233,342;4428,135;2882,632
United States;Tajikistan;Import;Vegetable;Import (US$ Thousand);;44,77;;;92,423;71,84;;35,428;38,933;457,458
United States;Tanzania;Import;Vegetable;Import (US$ Thousand);16336,412;26174,479;30823,673;36678,843;26004,624;41111,952;38383,288;32971,288;38490,633;44276,242
United States;Thailand;Import;Vegetable;Import (US$ Thousand);347429,063;392075,149;534613,247;542440,708;616084,063;641041,796;631313,877;667997,62;728811,33;739807,136
United States;Togo;Import;Vegetable;Import (US$ Thousand);333,727;297,164;216,451;302,311;214,672;2578,683;1096,922;2580,671;2306,947;3086,704
United States;Tokelau;Import;Vegetable;Import (US$ Thousand);297,102;76,067;11,907;144,055;65,358;171,716;62,932;;;
United States;Tonga;Import;Vegetable;Import (US$ Thousand);225,52;379,639;629,393;673,018;494,826;504,617;381,454;477,884;659,882;450,346
United States;Trinidad and Tobago;Import;Vegetable;Import (US$ Thousand);2895,139;3786,204;2488,468;2103,736;1865,069;2167,619;1678,297;2050,711;1667,217;3141,671
United States;Tunisia;Import;Vegetable;Import (US$ Thousand);63452,961;72643,759;110151,726;109500,312;88349,316;85994,676;112519,314;124937,193;67525,112;218741,682
United States;Turkey;Import;Vegetable;Import (US$ Thousand);176357,673;192129,085;201315,628;174400,666;190639,79;190641,175;199453,204;328153,191;339217,352;336170,958
United States;Turkmenistan;Import;Vegetable;Import (US$ Thousand);155,812;1374,973;1636,848;965,459;1497,074;848,321;4940,636;10643,686;5478,596;538,516
United States;Turks and Caicos Isl.;Import;Vegetable;Import (US$ Thousand);;;;;26,676;;;18,102;;
United States;Uganda;Import;Vegetable;Import (US$ Thousand);11521,551;13321,577;15589,301;19888,824;32218,198;33657,242;29793,134;38059,041;32596,208;29175,106
United States;Ukraine;Import;Vegetable;Import (US$ Thousand);1566,491;5232,352;4873,125;3376,318;4326,442;4888,912;7356,673;11244,176;37474,442;99340,366
