Reporter Name;Partner Name;Trade Flow;Product Group;Indicator;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015
United States;China;Import;Wood;Import (US$ Thousand);7422120,643;8138301,99;8152787,83;6814752,831;7833760,561;8005885,085;8038690,269;8275792,328;9613784,112;10313314,62
United States;Christmas Island;Import;Wood;Import (US$ Thousand);106,334;77,794;;;3,47;;;;204,107;3,947
United States;Cocos (Keeling) Islands;Import;Wood;Import (US$ Thousand);19,224;21,914;;81,024;;74,735;55,766;2,45;46,73;
United States;Colombia;Import;Wood;Import (US$ Thousand);74283,759;81807,141;66479,106;60754,686;59348,865;51283,371;44808,659;37512,357;37749,25;42388,143
United States;Congo, Dem. Rep.;Import;Wood;Import (US$ Thousand);4286,135;3874,604;3472,062;1201,049;1737,879;3402,918;3469,153;3238,746;5155,616;3045,686
United States;Congo, Rep.;Import;Wood;Import (US$ Thousand);6318,474;12452,378;13653,541;8837,169;8596,606;10100,8;13105,477;14552,262;16735,815;23042,57
United States;Cook Islands;Import;Wood;Import (US$ Thousand);20,516;;;14,008;74,75;17,059;;3,85;95,575;167,467
United States;Costa Rica;Import;Wood;Import (US$ Thousand);34087,326;24949,173;16628,36;13285,701;12696,968;12337,882;12341,162;9585,687;9584,771;11316,675
United States;Cote d'Ivoire;Import;Wood;Import (US$ Thousand);23085,931;31233,697;34588,097;11766,42;13189,329;14874,662;14936,59;14146,939;16909,61;11659,197
United States;Croatia;Import;Wood;Import (US$ Thousand);938,896;864,985;803,193;372,526;575,295;767,073;305,443;341,443;1299,724;2115,163
United States;Cuba;Import;Wood;Import (US$ Thousand);;;;;;5,7;;;;
United States;Curaçao;Import;Wood;Import (US$ Thousand);;;;;;43,31;12,23;65,391;;133,871
United States;Cyprus;Import;Wood;Import (US$ Thousand);2238,157;508,172;204,739;131,421;16,966;24,493;58,993;70,164;83,102;295,161
United States;Czech Republic;Import;Wood;Import (US$ Thousand);72187,543;54344,566;39385,771;36292,136;32040,376;34454,818;32812,486;29062,403;41461,182;43954,827
United States;Denmark;Import;Wood;Import (US$ Thousand);32437,976;34537,105;35877,374;24507,015;33865,138;36181,854;24762,252;26174,107;35602,667;32093,901
United States;Djibouti;Import;Wood;Import (US$ Thousand);5,09;;;11,062;;2,839;;;10,323;11,804
United States;Dominica;Import;Wood;Import (US$ Thousand);59,237;19,832;149,248;15,642;4,76;;3,313;;2,88;
United States;Dominican Republic;Import;Wood;Import (US$ Thousand);12397,647;14883,927;14286,966;12510,447;12324,277;13914,334;15957,081;18569,644;20361,634;20590,396
United States;East Timor;Import;Wood;Import (US$ Thousand);;;;;;;;;;20,338
United States;Ecuador;Import;Wood;Import (US$ Thousand);61918,959;61814,169;67327,094;58606,131;74175,915;64621,493;66479,308;62689,834;79249,637;80449,493
United States;Egypt, Arab Rep.;Import;Wood;Import (US$ Thousand);2111,812;7957,185;12168,13;20685,788;22744,72;25734,724;23649,525;27135,254;35992,814;28530,459
United States;El Salvador;Import;Wood;Import (US$ Thousand);10279,765;5710,608;7381,647;6273,342;5750,283;5170,335;6356,181;6713,258;6992,263;7485,214
United States;Equatorial Guinea;Import;Wood;Import (US$ Thousand);;;;85,201;509,483;314,117;164,067;;;105,296
United States;Eritrea;Import;Wood;Import (US$ Thousand);;15,023;;;;;;;4,609;
United States;Estonia;Import;Wood;Import (US$ Thousand);28533,391;10326,86;7795,287;8392,385;7911,842;10981,558;15925,594;22458,092;21538,417;23291,292
United States;Ethiopia(excludes Eritrea);Import;Wood;Import (US$ Thousand);19,132;23,335;44,24;18,879;28,943;123,774;14,4;62,393;49,936;64,419
United States;Faeroe Islands;Import;Wood;Import (US$ Thousand);;20,39;;;;;;2,851;;
United States;Falkland Island;Import;Wood;Import (US$ Thousand);;;;;;;;;3,991;
United States;Fiji;Import;Wood;Import (US$ Thousand);6549,188;7309,427;9656,691;3453,408;5222,577;4605,252;7282,37;10045,012;11979,435;11056,555
United States;Finland;Import;Wood;Import (US$ Thousand);1301345,595;1248351,952;1111552,797;775509,442;880340,791;877412,907;760369,557;821122,248;903137,371;863803,959
United States;Fm Sudan;Import;Wood;Import (US$ Thousand);;;8,051;21,131;11,731;;;;;
United States;Fr. So. Ant. Tr;Import;Wood;Import (US$ Thousand);;;;;;;;;37,659;
United States;France;Import;Wood;Import (US$ Thousand);645018,623;575746,489;607766,16;445619,286;453245,075;529000,407;515378,753;575127,304;623852,341;576468,551
United States;French Polynesia;Import;Wood;Import (US$ Thousand);34,554;120,403;90,255;8,678;15,342;54,001;34,417;20,493;22,873;42,495
United States;Gabon;Import;Wood;Import (US$ Thousand);3675,08;7771,181;3488,569;2941,377;4474,472;3066,489;4703,793;6218,019;7074,687;4509,717
United States;Gambia, The;Import;Wood;Import (US$ Thousand);84,676;;5,317;;8,404;14,778;11,424;14,509;9,743;8,145
United States;Georgia;Import;Wood;Import (US$ Thousand);307,162;942,969;288,425;28,902;;31,188;9,916;71,621;35,795;2,206
United States;Germany;Import;Wood;Import (US$ Thousand);1928597,896;1759092,217;1613165,207;1124850,416;1206287,636;1222829,601;1162137,574;1115182,133;1155742,582;1221247,535
United States;Ghana;Import;Wood;Import (US$ Thousand);49721,644;51955,358;46874,592;17219,251;22125,653;20724,874;20590,93;20301,014;26637,188;23405,758
United States;Gibraltar;Import;Wood;Import (US$ Thousand);103,686;51,716;;;78,755;58,292;8,011;19,18;;24,643
United States;Greece;Import;Wood;Import (US$ Thousand);4006,549;4123,969;2651,142;1551,037;2250,843;3150,079;2695,892;2947,543;3388,678;3761,212
United States;Greenland;Import;Wood;Import (US$ Thousand);33,317;;;;;5,182;7,956;;;
United States;Grenada;Import;Wood;Import (US$ Thousand);;;;3,064;;;;;;5,65
United States;Guatemala;Import;Wood;Import (US$ Thousand);27891,564;26570,816;23782,312;14663,398;15219,494;17958,021;21696,315;23328,84;26213,133;36250,476
United States;Guinea;Import;Wood;Import (US$ Thousand);334,83;274,479;372,222;29,907;493,094;126,655;68,41;11,608;212,721;85,431
United States;Guinea-Bissau;Import;Wood;Import (US$ Thousand);;;;;;;;7,64;;
United States;Guyana;Import;Wood;Import (US$ Thousand);8235,533;10309,593;9306,56;5384,871;6337,745;8359,381;8721,313;7248,423;9914,616;7607,682
United States;Haiti;Import;Wood;Import (US$ Thousand);376,626;283,219;480,113;430,61;856,703;1315,525;1246,503;1009,9;1132,789;1495,434
United States;Heard Island and McDonald Isla;Import;Wood;Import (US$ Thousand);20,033;14,442;;;;;;;;
United States;Holy See;Import;Wood;Import (US$ Thousand);11,427;3,334;;;;7,215;;;8,023;
United States;Honduras;Import;Wood;Import (US$ Thousand);30703,156;27899,678;26207,724;23903,28;21581,775;19752,076;20114,841;23101,941;33851,45;31222,126
United States;Hong Kong, China;Import;Wood;Import (US$ Thousand);326976,652;306505,144;246209,458;174042,851;184583,086;143834,934;121128,599;145006,599;188625,536;176576,943
United States;Hungary;Import;Wood;Import (US$ Thousand);9903,776;11260,664;11857,322;7783,279;11931,999;6106,693;7478,707;11650,709;11220,458;15389,063
United States;Iceland;Import;Wood;Import (US$ Thousand);562,017;526,464;112,862;355,812;495,189;339,584;765,211;601,725;869,169;615,281
United States;India;Import;Wood;Import (US$ Thousand);119777,553;145822,933;157194,013;125643,606;160102,377;171604,827;159593,161;179348,756;222946,661;242185,518
United States;Indonesia;Import;Wood;Import (US$ Thousand);775006,494;829595,761;691512,147;547818,295;621720,682;602639,228;602899,934;650649,456;857969,714;840289,015
United States;Iran, Islamic Rep.;Import;Wood;Import (US$ Thousand);137,079;72,162;128,64;69,97;42,471;66,555;6;32,732;;
United States;Iraq;Import;Wood;Import (US$ Thousand);24,516;10,676;;1641,709;2553,471;5431,676;748,074;2235,1;1784,094;677,496
United States;Ireland;Import;Wood;Import (US$ Thousand);31317,737;39223,556;33053,504;25887,875;27440,196;26159,02;30216,51;39119,76;25603,493;40758,065
United States;Israel;Import;Wood;Import (US$ Thousand);51976,712;64152,092;79759,032;76507,712;98167,873;107013,264;104001,681;92296,396;95697,31;111091,725
United States;Italy;Import;Wood;Import (US$ Thousand);492639,744;504586,601;510862,941;325863,145;342469,012;377877,831;355605,831;366800,893;419536,513;419982,035
United States;Jamaica;Import;Wood;Import (US$ Thousand);1187,507;888,132;890,353;797,963;826,388;1143,065;1104,236;1350,343;1443,084;1449,368
United States;Japan;Import;Wood;Import (US$ Thousand);697575,757;696781,642;727415,648;509252,085;590035,694;547607,761;524477,675;468037,474;481680,949;493276,029
United States;Jordan;Import;Wood;Import (US$ Thousand);898,093;2565,231;2203,973;605,225;573,979;663,936;323,106;278,645;499,376;1009,056
United States;Kazakhstan;Import;Wood;Import (US$ Thousand);31,009;2,166;30,716;;;12,208;2,092;10,806;11,695;2,901
United States;Kenya;Import;Wood;Import (US$ Thousand);2453,383;1518,59;994,545;1041,813;899,106;842,775;869,352;891,205;1064,275;826,869
United States;Kiribati;Import;Wood;Import (US$ Thousand);;;;40,356;;;;;;
United States;Korea, Rep.;Import;Wood;Import (US$ Thousand);675401,197;632879,426;600685,497;418171,21;561313,91;592321,773;515890,072;539865,815;676167,598;631234,36
United States;Kuwait;Import;Wood;Import (US$ Thousand);108,332;98,171;214,254;141,658;45,143;165,456;55,617;11,784;32,665;14,886
United States;Kyrgyz Republic;Import;Wood;Import (US$ Thousand);125,539;65,42;19,819;159,295;60,685;136,295;164,113;64,592;90,569;6,524
United States;Lao PDR;Import;Wood;Import (US$ Thousand);315,547;331,399;546,511;335,367;257,833;335,744;381,879;239,797;209,516;479,737
United States;Latvia;Import;Wood;Import (US$ Thousand);22064,113;7838,348;5075,406;3888,934;4582,593;4532,022;5591,749;9222,145;13121,963;18886,435
United States;Lebanon;Import;Wood;Import (US$ Thousand);1219,306;1383,201;1112,874;705,258;1110,325;1566,474;1294,452;1259,176;708,731;1286,923
United States;Lesotho;Import;Wood;Import (US$ Thousand);;2,25;;;13,43;257,983;5,102;2,935;;
United States;Liberia;Import;Wood;Import (US$ Thousand);;25,972;58,904;203,936;107,394;439,196;208,047;42,538;92,46;86,193
United States;Libya;Import;Wood;Import (US$ Thousand);;;;;;3,014;;3,6;;
United States;Lithuania;Import;Wood;Import (US$ Thousand);43334,862;14080,604;8640,952;6096,806;4242,961;8110,319;6100,108;7211,069;9049,465;12500,72
United States;Luxembourg;Import;Wood;Import (US$ Thousand);4034,467;378,334;572,94;503,22;326,805;546,519;262,844;1256,573;495,308;143,412
United States;Macao;Import;Wood;Import (US$ Thousand);194;1240,415;4099,434;122,901;406,988;210,15;17,024;44,915;322,475;245,337
United States;Macedonia, FYR;Import;Wood;Import (US$ Thousand);3,126;8,539;8,627;12,273;72,782;39,3;34,55;66,921;36,458;19,527
United States;Madagascar;Import;Wood;Import (US$ Thousand);1351,429;971,754;990,393;749,169;388,119;584,642;542,378;558,933;969,46;595,5
United States;Malawi;Import;Wood;Import (US$ Thousand);;;8,79;13,694;10,67;7,206;12,444;8,892;;3,144
United States;Malaysia;Import;Wood;Import (US$ Thousand);475209,394;446052,945;293002,365;183660,193;253170,977;227772,767;245529,8;256991,286;233566,632;258315,748
United States;Maldives;Import;Wood;Import (US$ Thousand);;3,31;;;;;;;;
United States;Mali;Import;Wood;Import (US$ Thousand);261,658;48,734;45,59;5,041;11,817;25,022;36,343;90,67;22,515;69,63
United States;Malta;Import;Wood;Import (US$ Thousand);77,717;410,336;401,122;104,114;341,815;249,851;223,778;292,592;478,606;372,232
United States;Marshall Islands;Import;Wood;Import (US$ Thousand);;;16,651;0,345;;;;14,25;;
United States;Mauritania;Import;Wood;Import (US$ Thousand);;;;2,145;;5,601;3,246;;;2,625
United States;Mauritius;Import;Wood;Import (US$ Thousand);391,067;469,359;520,346;280,204;103,76;156,277;200,487;152,045;166,3;294,214
United States;Mexico;Import;Wood;Import (US$ Thousand);1640557,837;1641736,439;1486885,479;1228331,952;1398560,528;1518383,155;1569356,809;1691758,188;1891027,707;2026393,778
United States;Micronesia, Fed. Sts.;Import;Wood;Import (US$ Thousand);143,889;;129,836;142,598;140,514;177,775;232,634;176,978;189,185;97,048
United States;Moldova;Import;Wood;Import (US$ Thousand);929,553;777,397;125,575;;8,3;12,889;19,71;68,236;33,489;32,083
United States;Mongolia;Import;Wood;Import (US$ Thousand);3,557;9,853;5,38;7,521;19,335;;;;19,782;
United States;Montenegro;Import;Wood;Import (US$ Thousand);;15,798;23,954;12,815;22,171;25,763;8,936;271,019;;16,234
United States;Montserrat;Import;Wood;Import (US$ Thousand);3,187;;;;;;2,728;;;
United States;Morocco;Import;Wood;Import (US$ Thousand);1409,318;1498,389;772,373;889,219;820,031;832,885;897,906;561,264;831,594;917,505
United States;Mozambique;Import;Wood;Import (US$ Thousand);119,732;73,77;70,735;170,412;102,238;93,733;43,462;119,127;97,611;24,126
United States;Myanmar;Import;Wood;Import (US$ Thousand);;;;;;;;670,779;1314,912;4896,392
United States;Namibia;Import;Wood;Import (US$ Thousand);231,566;210,467;156,838;150,593;173,905;155,728;85,776;31,702;131,468;83,276
United States;Nauru;Import;Wood;Import (US$ Thousand);36,589;2,964;;49,717;2,288;;;;;
United States;Nepal;Import;Wood;Import (US$ Thousand);1362,515;1374,229;1869,231;1230,117;1786,847;2955,32;1996,183;2052,58;2401,258;2296,074
United States;Netherlands;Import;Wood;Import (US$ Thousand);176371,881;158963,545;149312,441;107462,759;114383,443;143784,135;130291,855;139816,963;152309,393;173458,849
United States;Netherlands Antilles;Import;Wood;Import (US$ Thousand);17,598;51,351;70,933;138,446;;;;;;
United States;New Caledonia;Import;Wood;Import (US$ Thousand);101,449;123,538;17,442;4,434;19,516;214,804;53,424;;53,701;5,054
United States;New Zealand;Import;Wood;Import (US$ Thousand);317247,797;277676,062;222016,523;163629,454;181485,107;169266,095;142032,102;153947,874;165907,527;177353,842
United States;Nicaragua;Import;Wood;Import (US$ Thousand);4217,397;1973,707;3238,296;2147,856;3865,792;3012,867;2062,277;1507,215;2080,736;2335,804
United States;Niger;Import;Wood;Import (US$ Thousand);59,174;15,676;18,803;;8,85;220,817;2603,743;9,719;190,41;21,707
United States;Nigeria;Import;Wood;Import (US$ Thousand);276,952;374,56;458,696;187,79;371,623;374,025;558,368;836,576;782,54;579,682
United States;Norway;Import;Wood;Import (US$ Thousand);194963,639;150916,139;179092,188;126811,023;127071,481;114746,541;100070,206;95957,415;109227,608;91332,165
United States;Occ.Pal.Terr;Import;Wood;Import (US$ Thousand);197,911;10,927;18,199;155,942;11,464;;3,013;;25,534;18,202
United States;Oman;Import;Wood;Import (US$ Thousand);7,099;2,359;2,886;3,378;;8,963;8,382;12,323;33,904;29,275
United States;Other Asia, nes;Import;Wood;Import (US$ Thousand);291056,875;320778,062;265781,033;177240,863;195323,195;208253,392;208587,651;216776,725;233810,025;261476,438
United States;Pakistan;Import;Wood;Import (US$ Thousand);2759,875;2063,223;2279,487;1895,519;2641,415;1928,146;4341,1;3286,604;2642,273;3630,015
United States;Palau;Import;Wood;Import (US$ Thousand);;37,95;;;;;;3,5;109,002;243,013
United States;Panama;Import;Wood;Import (US$ Thousand);10974,533;6469,019;4557,085;2905,708;3058,685;2957,885;3087,522;4918,319;2935,147;1901,071
United States;Papua New Guinea;Import;Wood;Import (US$ Thousand);140,043;292,392;861,899;1021,066;281,734;1381,047;3773,438;1749,934;39,763;37,62
United States;Paraguay;Import;Wood;Import (US$ Thousand);25106,889;22544,128;23797,562;18912,859;20252,323;20467,957;16602,056;17697,336;14980,622;16634,256
United States;Peru;Import;Wood;Import (US$ Thousand);90341,895;73589,166;49863,763;24941,507;26824,836;29968,354;32573,715;37747,653;31179,929;29897,229
United States;Philippines;Import;Wood;Import (US$ Thousand);91782,441;102957,825;92428,613;49664,192;64292,999;76850,105;80379,996;73730,781;86309,127;90417,248
United States;Pitcairn;Import;Wood;Import (US$ Thousand);3,657;;35,301;;;;;;;
United States;Poland;Import;Wood;Import (US$ Thousand);42819,73;28345,363;28731,267;29731,618;32646,975;33646,9;30925,338;49535,084;60921,468;67586,712
United States;Portugal;Import;Wood;Import (US$ Thousand);280638,057;302730,715;331399,939;261936,444;326634,147;361397,821;341780,182;355670,116;401323,529;416654,101
United States;Qatar;Import;Wood;Import (US$ Thousand);2,744;33,46;32,541;11,27;39,423;87,879;60,805;55,997;10,983;42,809
United States;Romania;Import;Wood;Import (US$ Thousand);7253,356;3553,429;2841,641;5640,744;3087,893;4404,987;6544,658;17899,854;24830,572;39839,476
United States;Russian Federation;Import;Wood;Import (US$ Thousand);210120,214;184303,093;156745,802;94686,619;129843,273;126837,13;128360,622;172113,521;185629,631;195018,611
United States;Rwanda;Import;Wood;Import (US$ Thousand);388,429;475,186;696,433;632,722;715,005;821,751;525,122;466,511;659,001;572,928
United States;Saint Helena;Import;Wood;Import (US$ Thousand);;;23,022;;21,049;;84,987;23,605;;8,141
United States;Saint Maarten (Dutch part);Import;Wood;Import (US$ Thousand);;;;;;;12,531;15,054;2,9;
United States;Samoa;Import;Wood;Import (US$ Thousand);11,44;;70,941;;26,455;19,215;6,204;;;13,507
United States;San Marino;Import;Wood;Import (US$ Thousand);5,55;;12,21;;;;;;;
United States;Sao Tome and Principe;Import;Wood;Import (US$ Thousand);24,68;;;17,991;;;234,158;;;
United States;Saudi Arabia;Import;Wood;Import (US$ Thousand);709,36;998,905;1265,542;991,167;903,848;1001,238;1118,412;936,766;1338,876;1530,851
United States;Senegal;Import;Wood;Import (US$ Thousand);75,588;28,443;123,987;52,62;208,202;287,136;318,257;433,628;282,494;285,397
United States;Serbia, FR(Serbia/Montenegro);Import;Wood;Import (US$ Thousand);311,417;1099,723;988,895;407,405;314,502;285,815;318,396;206,135;514,936;1141,129
United States;Seychelles;Import;Wood;Import (US$ Thousand);24,347;56,554;50,144;21,587;;33,645;;9,446;3,764;166,781
United States;Sierra Leone;Import;Wood;Import (US$ Thousand);42,166;58,932;46,517;13,919;16,558;57,648;51,832;145,114;14,349;882,553
United States;Singapore;Import;Wood;Import (US$ Thousand);167515,334;177562,13;162202,786;125954,858;136577,825;127039,75;85107,07;63307,27;70792,679;52540,17
United States;Slovak Republic;Import;Wood;Import (US$ Thousand);22614,293;32888,31;8071,47;3940,027;5024,401;6603,506;6042,18;7499,4;7233,002;6654,759
United States;Slovenia;Import;Wood;Import (US$ Thousand);8584,269;6153,428;6265,379;3117,269;3110,778;3170,178;2877,211;5821,618;5853,349;9029,026
United States;Solomon Islands;Import;Wood;Import (US$ Thousand);38,794;15,318;;40,025;107,48;5,592;4,997;12,011;69,767;28,818
United States;Somalia;Import;Wood;Import (US$ Thousand);3,954;;;;;;;;;5,001
United States;South Africa;Import;Wood;Import (US$ Thousand);67202,784;51246,177;45855,724;28332,256;22745,151;27727,482;26178,592;35563,741;44424,837;41700,83
United States;South Sudan;Import;Wood;Import (US$ Thousand);;;;;;;;29,246;13,177;
United States;Spain;Import;Wood;Import (US$ Thousand);395254,004;303779,823;251203,344;175567,907;176161,214;187227,692;170257,183;170733,139;216532,246;232723,219
United States;Sri Lanka;Import;Wood;Import (US$ Thousand);6230,109;6424,287;4419,237;3500,931;4347,694;4556,965;4072,778;3899,386;4464,198;4297,919
United States;St. Kitts and Nevis;Import;Wood;Import (US$ Thousand);8,045;7,903;34,513;6,675;25,169;116,221;182,799;183,139;174,591;129,401
United States;St. Lucia;Import;Wood;Import (US$ Thousand);47,76;12,79;3,45;61,491;24,843;5,136;;2,196;11,215;58,22
United States;St. Vincent and the Grenadines;Import;Wood;Import (US$ Thousand);;;;;;;18,953;;;
United States;Sudan;Import;Wood;Import (US$ Thousand);;;;;;;12,743;;;
United States;Suriname;Import;Wood;Import (US$ Thousand);811,697;501,521;330,929;358,033;366,868;662,799;643,927;1124,631;1142,645;966,645
United States;Swaziland;Import;Wood;Import (US$ Thousand);1050,628;279,451;1811,686;1363,589;190,346;177,31;198,074;84,972;69,198;53,159
United States;Sweden;Import;Wood;Import (US$ Thousand);587982,717;379052,498;280345,406;185823,886;220595,927;220080,052;189294,116;203645,404;223903,248;260561,159
United States;Switzerland;Import;Wood;Import (US$ Thousand);122414,054;125666,043;104027,22;78933,461;97576,724;94684,218;92090,695;94099,07;98522,385;88096,576
United States;Syrian Arab Republic;Import;Wood;Import (US$ Thousand);395,724;178,059;325,637;409,349;292,113;457,573;250,94;22,071;25,431;117,444
United States;Tajikistan;Import;Wood;Import (US$ Thousand);;;;;;2,555;2,273;3,365;;
United States;Tanzania;Import;Wood;Import (US$ Thousand);387,197;214,531;217,908;163,412;468,313;372,552;312,233;236,245;394,283;449,23
United States;Thailand;Import;Wood;Import (US$ Thousand);267769,006;239515,263;203642,733;173075,332;185121,791;173194,213;151105,225;147948,805;149973,534;148916,646
United States;Togo;Import;Wood;Import (US$ Thousand);287,456;46,55;85,742;91,024;116,354;750,375;124,217;138,525;190,648;217,176
United States;Tokelau;Import;Wood;Import (US$ Thousand);15,16;45,464;27,627;254,512;3,196;37,019;115,42;54,851;16,138;
United States;Tonga;Import;Wood;Import (US$ Thousand);57,596;53,473;48,364;43,777;22,035;51,902;34,598;62,753;47,971;41,341
United States;Trinidad and Tobago;Import;Wood;Import (US$ Thousand);2661,552;3313,933;2986,97;1552,235;678,878;346,623;104,914;173,617;1579,061;3636,67
United States;Tunisia;Import;Wood;Import (US$ Thousand);459,634;225,583;200,442;333,964;529,414;727,509;1486,434;1688,086;1639,282;1868,067
United States;Turkey;Import;Wood;Import (US$ Thousand);9243,256;9186,512;8601,671;9037,519;10919,583;12406,271;14668,26;35377,513;18599,568;19512,336
United States;Turkmenistan;Import;Wood;Import (US$ Thousand);13,589;;;;;;18;;;
United States;Turks and Caicos Isl.;Import;Wood;Import (US$ Thousand);98,818;;7,676;;14,275;53,204;111,418;109,578;34,066;236,726
United States;Tuvalu;Import;Wood;Import (US$ Thousand);14,04;;38,428;87,692;;;;;;
United States;Uganda;Import;Wood;Import (US$ Thousand);122,756;207,423;271,308;129,615;94,435;137,836;190,358;221,463;255,016;182,519
United States;Ukraine;Import;Wood;Import (US$ Thousand);2236,738;1962,534;859,797;564,404;1520,373;1079,682;864,751;2269,003;2939,474;7849,578
