Reporter Name;Partner Name;Trade Flow;Product Group;Indicator;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015
United States;Benin;Export;Wood;Export (US$ Thousand);117,213;103,773;761,288;805,288;231,654;461,889;308,679;751,496;486,994;291,026
United States;Bermuda;Export;Wood;Export (US$ Thousand);23050,012;22214,923;24949,877;22606,815;20730,495;17249,806;15349,879;17008,402;15532,342;16290,108
United States;Bhutan;Export;Wood;Export (US$ Thousand);3,247;20,294;;6,327;39,287;;;11,027;3,149;21,267
United States;Bolivia;Export;Wood;Export (US$ Thousand);1756,115;4584,841;5544,669;2456,663;3065,382;3816,236;5200,428;6239,132;6707,418;8279,399
United States;Bosnia and Herzegovina;Export;Wood;Export (US$ Thousand);1128,356;1266,076;1376,914;1352,071;1374,507;135,057;25,414;158,531;266,501;110,312
United States;Botswana;Export;Wood;Export (US$ Thousand);235,774;380,695;590,041;353,816;500,118;183,339;216,633;153,089;260,473;158,541
United States;Brazil;Export;Wood;Export (US$ Thousand);254296,542;337409,156;421942,294;366679,304;453132,996;489297,553;449952,603;417296,725;403299,457;359604,724
United States;British Indian Ocean Ter.;Export;Wood;Export (US$ Thousand);12,62;33;;17,5;4,088;25,423;110,496;2,6;4,429;42,697
United States;British Virgin Islands;Export;Wood;Export (US$ Thousand);9204,802;11071,266;12164,776;9757,227;8049,693;8461,092;8829,227;9594,85;10967,137;11580,843
United States;Brunei;Export;Wood;Export (US$ Thousand);181,162;526,613;106,914;246,323;389,648;103,816;504,894;596,706;788,335;232,429
United States;Bulgaria;Export;Wood;Export (US$ Thousand);1348,132;2545,499;5980,638;3597,065;3664,306;5986,176;3839,684;3863,185;3231,487;3233,4
United States;Burkina Faso;Export;Wood;Export (US$ Thousand);;151,765;102,775;152,524;61,468;210,35;190,435;216,438;24,668;166,293
United States;Burundi;Export;Wood;Export (US$ Thousand);677,425;20,041;12,938;5,745;13,921;;89,387;99,63;20,553;12,32
United States;Cambodia;Export;Wood;Export (US$ Thousand);490,411;263,946;300,726;282,194;761,112;1471,151;3248,428;4641,568;5927,257;5613,782
United States;Cameroon;Export;Wood;Export (US$ Thousand);1244,197;1407,596;2828,461;1940,984;6228,246;6040,974;5638,011;3230,093;5856,986;4859,854
United States;Canada;Export;Wood;Export (US$ Thousand);10448655,46;10880601,98;11228184,18;9699084,683;10807325,54;10928108,18;10921578,27;11021830,12;10798341,39;10182819,34
United States;Cape Verde;Export;Wood;Export (US$ Thousand);21,556;165;42,431;3,396;6,199;44,558;;5,856;22,289;77,724
United States;Cayman Islands;Export;Wood;Export (US$ Thousand);23149,74;28314,599;30666,3;26551,382;21320,791;17496,682;17252,189;18413,032;17369,886;17865,94
United States;Central African Republic;Export;Wood;Export (US$ Thousand);59,93;230,144;226,474;146,681;127,254;29,595;;6,576;42,864;
United States;Chad;Export;Wood;Export (US$ Thousand);70,895;183,859;45,822;118,875;86,942;28,473;38,725;86,389;117,243;410,154
United States;Chile;Export;Wood;Export (US$ Thousand);120435,027;191635,05;191441,099;152926,542;228885,594;229803,783;240210,895;244944,512;226394,976;231327,889
United States;China;Export;Wood;Export (US$ Thousand);2576747,987;3282027,301;3527342,415;3694173,185;4956646,28;6861141,663;6358345,732;6882786,724;7016586,41;6426032,004
United States;Christmas Island;Export;Wood;Export (US$ Thousand);336,161;11,238;3,439;;75,341;155,001;24,965;341,564;;4,07
United States;Cocos (Keeling) Islands;Export;Wood;Export (US$ Thousand);;41,155;3,6;;;86,969;;13;40,586;
United States;Colombia;Export;Wood;Export (US$ Thousand);198140,558;248779,663;278376,765;219966,058;267969,132;285442,066;263200,999;272530,343;259279,335;252972,369
United States;Comoros;Export;Wood;Export (US$ Thousand);50,562;29,269;13,181;;509,504;4,9;;;;19,655
United States;Congo, Dem. Rep.;Export;Wood;Export (US$ Thousand);607,862;391,842;1488,177;1073,853;944,452;833,973;668,988;2065,544;1515,032;545,408
United States;Congo, Rep.;Export;Wood;Export (US$ Thousand);223,75;182,734;747,092;477,48;368,775;320,664;379,46;373,636;1198,641;1245,533
United States;Cook Islands;Export;Wood;Export (US$ Thousand);30,676;18,856;22,578;17,676;7,037;17,223;;13,085;129,017;35,202
United States;Costa Rica;Export;Wood;Export (US$ Thousand);233660,542;263395,811;280473,132;197518,005;268545,621;236842,484;238016,707;264042,379;288216,986;256188,561
United States;Cote d'Ivoire;Export;Wood;Export (US$ Thousand);3630,072;6980,711;10330,196;6800,291;8727,724;6256,736;10169,16;7042,389;9763,459;6679,785
United States;Croatia;Export;Wood;Export (US$ Thousand);1307,459;3132,321;4206,44;1573,763;1459,607;3102,176;1432,857;1290,573;1149,812;1965,687
United States;Cuba;Export;Wood;Export (US$ Thousand);9886,739;9149,153;16360,941;1795,949;1069,25;1508,389;47,244;73,772;127,015;386,281
United States;Curaçao;Export;Wood;Export (US$ Thousand);;;;;;8095,199;12384,434;13595,108;15210,898;13058,735
United States;Cyprus;Export;Wood;Export (US$ Thousand);7040,623;7328,385;9675,804;5244,336;7479,962;7151,768;5353,014;3505,799;7141,085;5078,685
United States;Czech Republic;Export;Wood;Export (US$ Thousand);29893,918;36709,263;39106,507;38470,083;52490,592;56100,528;56727,391;44220,969;47235,382;38687,977
United States;Denmark;Export;Wood;Export (US$ Thousand);48591,941;43752,739;42831,841;27708,133;34937,55;34601,905;34278,993;57079,319;42853,75;26916,238
United States;Djibouti;Export;Wood;Export (US$ Thousand);810,848;1017,632;722,388;1408,123;347,503;1727,313;552,956;673,171;1773,46;831,044
United States;Dominica;Export;Wood;Export (US$ Thousand);5966,865;6948,154;7306,269;8478,031;5422,222;4965,347;5957,396;4615,812;4007,807;4570,408
United States;Dominican Republic;Export;Wood;Export (US$ Thousand);231444,009;240206,144;249834,681;185563,833;270550,181;265251,415;261462,1;297978,843;302343,952;321918,29
United States;East Timor;Export;Wood;Export (US$ Thousand);102,449;70,039;348,688;91,915;26,301;;;2,505;;
United States;Ecuador;Export;Wood;Export (US$ Thousand);165829,425;188085,882;193530,446;168092,61;253793,492;218910,657;215604,262;203900,517;202975,019;174484,609
United States;Egypt, Arab Rep.;Export;Wood;Export (US$ Thousand);97506,972;136572,451;141470,62;157789,976;172338,367;152440,288;181799,799;181853,385;188443,045;184400,45
United States;El Salvador;Export;Wood;Export (US$ Thousand);85845,872;97324,033;105712,394;87724,233;108046,999;125296,457;123235,292;122862,515;116738,197;125225,17
United States;Equatorial Guinea;Export;Wood;Export (US$ Thousand);2631,312;1047,022;597,92;750,921;1050,709;1164,5;1085,047;1122,619;2561,01;1514,745
United States;Eritrea;Export;Wood;Export (US$ Thousand);587,341;189,325;166,428;155,188;8,311;127,764;39,625;88,552;91,631;40,755
United States;Estonia;Export;Wood;Export (US$ Thousand);4159,427;5194,517;6174,009;5182,915;11430,813;12978,814;10354,241;12988,281;18714,395;10082,655
United States;Ethiopia(excludes Eritrea);Export;Wood;Export (US$ Thousand);934,611;1163,504;1021,809;654,488;1121,849;805,132;1538,558;1692,619;1267,104;1179,361
United States;Faeroe Islands;Export;Wood;Export (US$ Thousand);50,932;61,398;175,886;191,77;163,323;194,564;19,885;298,179;104,729;67,747
United States;Falkland Island;Export;Wood;Export (US$ Thousand);;3,252;;;10,208;110,492;146,624;37,3;19,974;3,417
United States;Fiji;Export;Wood;Export (US$ Thousand);444,582;213,315;628,186;309,458;245,165;336,417;406,95;376,957;946,605;983,246
United States;Finland;Export;Wood;Export (US$ Thousand);19320,458;23481,207;28987,123;16374,562;29863,932;30024,103;35227,33;18343,335;24889,81;18973,119
United States;Fm Sudan;Export;Wood;Export (US$ Thousand);11,55;22,833;6,42;86,057;59,673;65,094;;;;
United States;Fr. So. Ant. Tr;Export;Wood;Export (US$ Thousand);38,245;21,504;34,581;;12,575;26,822;;;;23,489
United States;France;Export;Wood;Export (US$ Thousand);401252,854;389645,759;407073,648;341224,607;362336,336;307617,614;292799,625;279197,968;242485,9;265289,864
United States;French Polynesia;Export;Wood;Export (US$ Thousand);7297,747;8602,763;6546,952;6633,682;7679,566;8859,039;7770,619;8852,556;9002,255;7286,306
United States;Gabon;Export;Wood;Export (US$ Thousand);369,127;230,93;769,812;111,299;356,432;719,998;307,645;237,941;392,663;337,835
United States;Gambia, The;Export;Wood;Export (US$ Thousand);254,807;73,154;46,236;120,207;33,526;136,748;127,171;17,659;138,401;133,709
United States;Georgia;Export;Wood;Export (US$ Thousand);2944,318;4065,092;1496,738;1112,379;908,533;1206,825;1473,5;991,595;940,425;579,077
United States;Germany;Export;Wood;Export (US$ Thousand);725790,935;916045,063;1006409,981;773278,586;863846,794;810502,809;795324,944;752652,451;728970,026;642858,353
United States;Ghana;Export;Wood;Export (US$ Thousand);6326,184;6958,009;17901,354;6346,019;12471,171;12908,567;45305,224;16550,655;28284,005;21210,959
United States;Gibraltar;Export;Wood;Export (US$ Thousand);9,676;135,038;75,576;246,653;206,86;54,834;53,524;;16,978;69,259
United States;Greece;Export;Wood;Export (US$ Thousand);41911,073;63543,701;73474,122;52850,033;50022,922;40926,012;32616,757;37257,4;36988,359;33079,142
United States;Greenland;Export;Wood;Export (US$ Thousand);4,36;;36,026;;3,499;2,65;11,089;3,04;6,808;
United States;Grenada;Export;Wood;Export (US$ Thousand);9758,942;6132,839;6897,505;5319,483;5914,473;6609,261;5402,747;6025,452;5788,472;7185,512
United States;Guatemala;Export;Wood;Export (US$ Thousand);159180,076;167319,067;190435,798;171827,299;212942,168;248490,238;232308,343;248821,909;265973,661;273909,032
United States;Guinea;Export;Wood;Export (US$ Thousand);323,445;584,946;680,577;388,315;216,568;331,262;401,867;941,059;1080,231;486,508
United States;Guinea-Bissau;Export;Wood;Export (US$ Thousand);7,557;;;49,843;;21,209;124,063;45;;26,717
United States;Guyana;Export;Wood;Export (US$ Thousand);3062,996;3771,231;5059,678;5179,72;6003,069;8167,274;9333,207;10373,094;10607,374;10310,232
United States;Haiti;Export;Wood;Export (US$ Thousand);18161,401;20213,547;21395,72;24709,51;52908,21;49112,824;31924,459;39186,336;32374,657;34502,479
United States;Heard Island and McDonald Isla;Export;Wood;Export (US$ Thousand);;;;17,655;;;;;;
United States;Holy See;Export;Wood;Export (US$ Thousand);36,072;697,553;607,083;159,127;81,923;36,718;97,521;10;12,12;
United States;Honduras;Export;Wood;Export (US$ Thousand);123110,24;141272,686;160137,711;117076,49;143474,978;169781,585;170723,993;160041,856;161347,94;154492,605
United States;Hong Kong, China;Export;Wood;Export (US$ Thousand);309988,511;321888,06;267120,994;240588,974;253922,518;242910,676;239206,041;241169,832;234087,341;209377,287
United States;Hungary;Export;Wood;Export (US$ Thousand);11349,373;26063,593;20519,782;9337,76;11348,284;12627,718;20715,479;15305,93;15943,581;20685,215
United States;Iceland;Export;Wood;Export (US$ Thousand);5687,532;8163,551;6283,043;3821,478;3398,519;3304,011;3037,938;2899,653;6341,039;4500,863
United States;India;Export;Wood;Export (US$ Thousand);242207,012;383399,502;465633,874;416722,906;651935,534;850964,276;775716,777;762077,502;902531,634;713949,136
United States;Indonesia;Export;Wood;Export (US$ Thousand);177227,039;212608,731;239836,465;183575,681;275065,358;279390,329;268056,761;312052,672;390095,726;370236,309
United States;Iran, Islamic Rep.;Export;Wood;Export (US$ Thousand);15648,289;22960,373;30457,814;19934,838;36743,58;58047,655;26728,037;39742,722;27526,104;22300,985
United States;Iraq;Export;Wood;Export (US$ Thousand);980,827;3119,187;3634,596;2347,485;1243,171;1333,435;1664,337;1715,979;2647,836;2526,929
United States;Ireland;Export;Wood;Export (US$ Thousand);93019,469;99034,659;85264,435;62042,508;53541,577;56643,982;58427,729;55782,824;70690,22;78013,807
United States;Israel;Export;Wood;Export (US$ Thousand);134027,437;154356,091;162520,883;117437,337;167231,452;159004,325;137770,062;138264,05;146555,559;122986,629
United States;Italy;Export;Wood;Export (US$ Thousand);841749,606;955458,396;947071,255;729967,14;925940,58;932999,933;769388,945;804021,691;705635,674;688359,696
United States;Jamaica;Export;Wood;Export (US$ Thousand);80150,253;82536,543;85283,662;75057,786;75493,069;80078,354;79422,342;80946,393;84192,387;75494,928
United States;Japan;Export;Wood;Export (US$ Thousand);1994370,092;1896278,465;2048015,39;1728700,5;2015961,26;2237545,607;2180605,694;2239371,053;2184781,712;1995570,221
United States;Jordan;Export;Wood;Export (US$ Thousand);21361,482;29853,951;31471,125;26744,302;35210,166;32961,918;27972,675;27001,489;27005,963;20015,774
United States;Kazakhstan;Export;Wood;Export (US$ Thousand);664,433;1312,063;2745,101;1399,874;940,739;883,862;729,305;1326,917;1119,571;2209,456
United States;Kenya;Export;Wood;Export (US$ Thousand);4690,492;4403,792;6956,394;12076,019;13289,331;22808,459;14818,568;16256,66;20903,757;19365,712
United States;Kiribati;Export;Wood;Export (US$ Thousand);18,122;15,609;53,322;44,41;46,237;33,904;27,978;28,945;56,236;26,104
United States;Korea, Dem. Rep.;Export;Wood;Export (US$ Thousand);3,113;;;;;11,51;;;3,64;
United States;Korea, Rep.;Export;Wood;Export (US$ Thousand);689330,206;820719,629;872254,797;766583,883;942521,172;971628,159;851045,36;866202,511;890404,826;830579,512
United States;Kuwait;Export;Wood;Export (US$ Thousand);12615,749;18778,808;19282,906;13673,456;17454,462;19750,469;17334,935;17541,136;21161,332;20810,734
United States;Kyrgyz Republic;Export;Wood;Export (US$ Thousand);27,75;16,448;181,003;128,537;278,275;43,589;29,461;92,602;1136,987;678,838
United States;Lao PDR;Export;Wood;Export (US$ Thousand);146,401;99,841;82,217;9,018;140,591;47,249;140,563;74,261;;46,891
United States;Latvia;Export;Wood;Export (US$ Thousand);2074,106;4421,486;3169,763;2012,309;3244,932;4382,616;2923,442;3634,58;3190,153;2148,383
United States;Lebanon;Export;Wood;Export (US$ Thousand);28087,268;39880,655;40662,163;56301,733;51797,749;57506,04;52069,482;41203,876;44874,823;40850,85
United States;Lesotho;Export;Wood;Export (US$ Thousand);11,842;6,688;;37,688;11,093;;58,627;15,309;11,404;
United States;Liberia;Export;Wood;Export (US$ Thousand);2478,059;1029,546;27308,217;185,662;1543,809;1572,211;2932,875;677,836;1059,811;1426,795
United States;Libya;Export;Wood;Export (US$ Thousand);1852,055;3691,644;10313,947;11155,091;13875,058;3227,751;12198,579;21194,424;9942,307;5616,577
United States;Lithuania;Export;Wood;Export (US$ Thousand);2313,693;3466,897;4244,779;2872,81;3974,039;5389,148;6334,724;7397,095;7914,387;9188,978
United States;Luxembourg;Export;Wood;Export (US$ Thousand);5435,352;7382,482;6098,992;5493,252;3102,1;4774,182;3679,586;2920,567;3862,481;6888,165
United States;Macao;Export;Wood;Export (US$ Thousand);2116,252;1904,92;1320,09;2400,325;2234,393;2088,707;2937,059;1940,99;2466,119;7498,268
United States;Macedonia, FYR;Export;Wood;Export (US$ Thousand);95,253;105,306;104,165;112,277;30,338;216,963;132,46;155,827;210,53;280,542
United States;Madagascar;Export;Wood;Export (US$ Thousand);89,7;251,363;1261,146;280,002;100,79;891,178;847,947;642,382;673,43;538,457
United States;Malawi;Export;Wood;Export (US$ Thousand);805,388;269,356;1337,097;407,62;921,737;955,107;693,355;1040,815;145,414;480,979
United States;Malaysia;Export;Wood;Export (US$ Thousand);143547,576;172886,352;171274,862;141088,527;171118,842;181654,48;171210,546;160295,353;170893,6;157922,337
United States;Maldives;Export;Wood;Export (US$ Thousand);51,584;97,308;135,003;46,453;107,941;37,251;137,521;125,478;611,075;2482,948
United States;Mali;Export;Wood;Export (US$ Thousand);86,653;138,428;204,026;106,931;104,449;109,123;48,868;23,019;219,166;199,925
United States;Malta;Export;Wood;Export (US$ Thousand);4105,931;4437,257;4780,749;3265,687;4042,234;4322,385;2919,336;3035,142;3299,163;3329,746
United States;Marshall Islands;Export;Wood;Export (US$ Thousand);1769,134;2171,555;2376,377;2921,809;2091,864;2598,763;1994,907;2175,6;2759,099;2069,686
United States;Mauritania;Export;Wood;Export (US$ Thousand);18,169;236,774;74,363;14,153;65,03;879,728;621,414;262,986;221,968;187,971
United States;Mauritius;Export;Wood;Export (US$ Thousand);1154,928;1523,222;2144,797;1892,341;2982,226;2964,956;2914,833;2621,714;2826,054;1555,94
United States;Mayotte;Export;Wood;Export (US$ Thousand);;;;303,183;222,252;235,246;215,034;201,545;;
United States;Mexico;Export;Wood;Export (US$ Thousand);4461881,718;4530922,387;5035720,795;4382730,62;5197405,2;5355485,486;5529821,421;5736148,976;5828537,536;5860445,539
United States;Micronesia, Fed. Sts.;Export;Wood;Export (US$ Thousand);3714,929;2110,912;1754,335;2285,774;2252,117;2003,959;2109,952;1629,944;1401,947;1909,727
United States;Moldova;Export;Wood;Export (US$ Thousand);42,421;2,586;148,235;50,316;34,028;49,942;182,602;193,492;139,712;141,296
United States;Mongolia;Export;Wood;Export (US$ Thousand);396,076;311,177;372,912;172,009;351,365;453,663;405,545;268,572;404,18;392,643
United States;Montenegro;Export;Wood;Export (US$ Thousand);;751,681;1466,024;1081,16;38,675;237,487;60;23,411;119,296;46,82
United States;Montserrat;Export;Wood;Export (US$ Thousand);583,98;557,127;706,397;539,559;345,127;423,681;775,169;660,302;649,103;459,006
United States;Morocco;Export;Wood;Export (US$ Thousand);21620,292;24365,857;30145,578;25157,983;34024,523;45977,513;42039,921;51726,011;57235,922;59452,124
United States;Mozambique;Export;Wood;Export (US$ Thousand);181,145;97,2;539,711;395,501;968,022;1076,249;460,805;263,273;226,483;233,481
United States;Myanmar;Export;Wood;Export (US$ Thousand);107,583;321,232;245,844;272,972;241,818;67,72;551,175;1458,42;2647,713;2214,34
United States;Namibia;Export;Wood;Export (US$ Thousand);602,348;626,951;852,627;689,74;627,609;129,593;254,354;557,276;1335,758;109,547
United States;Nauru;Export;Wood;Export (US$ Thousand);118,269;;270,702;;;;;;;
United States;Nepal;Export;Wood;Export (US$ Thousand);281,257;131,142;179,54;347,737;724,595;281,44;214,162;354,132;294,867;252,76
United States;Netherlands;Export;Wood;Export (US$ Thousand);497460,173;553099,462;549741,886;456619,136;637088,333;714894,076;673836,638;504113,421;491608,524;483693,437
United States;Netherlands Antilles;Export;Wood;Export (US$ Thousand);24831,123;20021,321;22856,026;23838,077;;;;;;
United States;New Caledonia;Export;Wood;Export (US$ Thousand);67,522;113,681;164,156;282,706;283,581;121,71;373,304;1099,438;544,581;597,38
United States;New Zealand;Export;Wood;Export (US$ Thousand);56901,691;65435,895;67287,659;62330,371;67409,463;69664,323;76785,531;71099,624;70519,908;62753,628
United States;Nicaragua;Export;Wood;Export (US$ Thousand);15706,983;19133,987;26212,683;17687,743;22044,66;28641,736;26693,257;32535,092;33440,668;43377,592
United States;Niger;Export;Wood;Export (US$ Thousand);2981,816;1370,447;181,835;220,748;92,443;61,446;33,269;62,925;55,505;58,616
United States;Nigeria;Export;Wood;Export (US$ Thousand);22921,254;38567,278;50535,946;43589,98;64626,076;85200,345;50013,942;64459,232;63949,689;34036,745
United States;Niue;Export;Wood;Export (US$ Thousand);2,639;2,635;;;;;;;12;
United States;Norfolk Island;Export;Wood;Export (US$ Thousand);;;8;82,482;20,619;;;;;
United States;Norway;Export;Wood;Export (US$ Thousand);25558,696;26761,973;22917,304;16405,349;16311,555;16639,236;18998,905;24845,108;22638,623;17571,268
United States;Occ.Pal.Terr;Export;Wood;Export (US$ Thousand);;9,7;;;14,945;3,152;354,597;8,725;93,603;10,92
United States;Oman;Export;Wood;Export (US$ Thousand);6393,419;10942,554;7721,262;11752,383;8501,498;6507,895;5079,753;8345,542;8211,757;9044,705
United States;Other Asia, nes;Export;Wood;Export (US$ Thousand);369114,971;422900,058;491311,127;376652,527;469493,333;503562,129;478749,431;543347,472;511386,234;425534,742
United States;Pakistan;Export;Wood;Export (US$ Thousand);22635,452;34761,712;38459,191;47632,456;46276,315;59174,849;57277,495;78684,357;77610,531;88692,138
United States;Palau;Export;Wood;Export (US$ Thousand);603,809;975,173;488,439;735,703;713,302;1017,249;1077,796;1567,43;1607,297;1243,79
United States;Panama;Export;Wood;Export (US$ Thousand);78696,351;93500,475;115441,934;81655,829;89505,861;88837,25;96446,912;88433,007;86584,025;82152,962
United States;Papua New Guinea;Export;Wood;Export (US$ Thousand);233,828;241,857;381,303;388,339;843,155;995,751;908,04;1877,274;1096,777;1625,722
United States;Paraguay;Export;Wood;Export (US$ Thousand);4077,798;6650,401;7090,185;5442,401;5410,001;7865,589;7317,138;7956,972;5837,955;5332,277
United States;Peru;Export;Wood;Export (US$ Thousand);59361,854;89636,726;126847,348;105413,566;147970,585;155706,679;179291,175;178552,711;181290,984;166872,02
United States;Philippines;Export;Wood;Export (US$ Thousand);176582,03;204586,689;208558,132;171108,468;195255,868;218050,36;195802,615;196670,179;202601,378;180506,26
United States;Pitcairn;Export;Wood;Export (US$ Thousand);27,167;2,842;;;;;;;;
United States;Poland;Export;Wood;Export (US$ Thousand);79915,772;114598,736;129157,298;91199,513;110406,072;106638,21;94417,178;107464,444;121322,345;127785,226
United States;Portugal;Export;Wood;Export (US$ Thousand);72991,682;92206,156;78936,03;56816,637;65914,52;70725,393;55287,425;48965,587;57606,906;53297,666
United States;Qatar;Export;Wood;Export (US$ Thousand);7459,834;12566,216;16157,626;11559,518;15335,243;18017,409;16212,894;15405,094;16108,34;31184,693
United States;Romania;Export;Wood;Export (US$ Thousand);1836,745;3607,54;4517,978;3575,449;3063,666;6541,102;7153,876;7075,174;8926,996;6865,5
United States;Russian Federation;Export;Wood;Export (US$ Thousand);30401,581;51656,82;77209,296;35269,771;53772,66;92860,688;72552,089;82141,137;77171,905;48489,336
United States;Rwanda;Export;Wood;Export (US$ Thousand);76,885;134,893;110,828;117,33;473,434;271,051;135,387;355,985;212,779;160,535
United States;Saint Helena;Export;Wood;Export (US$ Thousand);4,42;29,012;126,414;;23,36;;14,515;;55,337;
United States;Saint Maarten (Dutch part);Export;Wood;Export (US$ Thousand);;;;;;6993,932;10418,199;10988,016;11229,818;12325,783
United States;Saint Pierre and Miquelon;Export;Wood;Export (US$ Thousand);;;;;;86,182;;;;79,6
United States;Samoa;Export;Wood;Export (US$ Thousand);1827,98;182,508;271,656;289,031;346,93;595,765;889,504;3216,415;797,509;1133,416
United States;San Marino;Export;Wood;Export (US$ Thousand);255,137;634,801;220,181;110,555;671,848;100,987;71,553;56,8;;
United States;Sao Tome and Principe;Export;Wood;Export (US$ Thousand);1309,526;1481,875;625,105;;10,996;94;13,762;4,342;;
United States;Saudi Arabia;Export;Wood;Export (US$ Thousand);110368,284;160377,699;169269,584;166621,447;189100,932;256853,129;225885,731;215997,189;199211,169;227393,744
United States;Senegal;Export;Wood;Export (US$ Thousand);286,745;1114,22;713,203;1013,346;2804,823;3960,732;2873,585;6687,973;7183,395;3415,82
United States;Serbia, FR(Serbia/Montenegro);Export;Wood;Export (US$ Thousand);909,385;823,944;2113,425;848,254;1731,102;2081,432;1525,651;1636,276;1319,78;869,927
United States;Seychelles;Export;Wood;Export (US$ Thousand);302,412;337,901;62,282;118,069;57,879;55,324;46,106;107,742;248,577;251,852
United States;Sierra Leone;Export;Wood;Export (US$ Thousand);539,334;1308,726;1046,941;425,111;211,788;344,022;595,254;472,07;345,316;684,474
United States;Singapore;Export;Wood;Export (US$ Thousand);166106,678;197066,467;223608,011;178417,934;179270,876;191834,97;177040,54;174286,71;158769,485;144626,885
United States;Slovak Republic;Export;Wood;Export (US$ Thousand);2486,14;4631,724;3794,653;5682,994;10677,69;2955,113;2095,14;3020,852;2322,889;2119,491
United States;Slovenia;Export;Wood;Export (US$ Thousand);4660,204;7251,473;7238,945;2329,979;4511,375;3782,356;4180,174;4166,477;2559,939;3630,967
United States;Solomon Islands;Export;Wood;Export (US$ Thousand);73,308;30,36;34,67;17,186;3,859;35,24;43,195;29,189;2,988;100
United States;Somalia;Export;Wood;Export (US$ Thousand);40,446;8,514;16,96;4,5;;134,377;65,55;67,101;40;20
United States;South Africa;Export;Wood;Export (US$ Thousand);121969,333;127845,828;138166,467;114952,486;137728,038;154506,92;128980,101;128913,434;132003,014;128855,85
United States;South Sudan;Export;Wood;Export (US$ Thousand);;;;;;;100,741;371,485;40,375;330,07
United States;Spain;Export;Wood;Export (US$ Thousand);449167,505;479296,028;413141,155;277784,678;343173,881;369145,397;321410,98;291098,206;326877,186;353938,406
United States;Sri Lanka;Export;Wood;Export (US$ Thousand);8536,073;8582,882;13657,824;9330,143;10521,658;12393,676;9707,31;8782,187;10148,294;13811,73
United States;St. Kitts and Nevis;Export;Wood;Export (US$ Thousand);6985,745;7787,747;9876,871;9516,25;10200,827;5844,149;5918,236;8536,545;8089,805;7980,176
United States;St. Lucia;Export;Wood;Export (US$ Thousand);11870,696;11511,408;12714,118;11850,909;12902,381;14372,406;11430,68;11101,758;11330,065;11739,539
